id,program_type,url,title,year,module,status,language,credits,content,results
1071157631,se,https://www.hse.ru/ba/se/courses/1071157631.html,Математическая статистика,2-й курс,3,Курс обязательный,RUS,4.0,"Задачи математической статистики. Эмпирическая функция распределения и её свойства. Точечные оценки неизвестных параметров распределений. Точечные оценки неизвестного математического ожидания (выборочное среднее) и неизвестной дисперсии (выборочная дисперсия) и их свойства. Метод моментов нахождения точечных оценок и примеры его использования. Метод максимального правдоподобия нахождения точечных оценок. Неравенство Рао-Крамера. Информация Фишера. Интервальная оценка неизвестных параметров распределения, понятие доверительного интервала и доверительной вероятности (надёжности) оценки. Интервальные оценки неизвестного математического ожидания нормального распределения Проверка статистических гипотез об определённых значениях неизвестных параметров распределений. Проверка статистических гипотез о виде неизвестного закона распределения. Линейная регрессия и метод наименьших квадратов. Начальное представление о случайных процессах.",Овладеть методами нахождения оценок Сформировать умения интервальной оценки и проверки гипотез Применить методы анализа зависимостей и процессов
1048855380,se,https://www.hse.ru/ba/se/courses/1048855380.html,Mathematical Methods for Data Analysis,3-й курс,1,Курс обязательный,ENG,5.0,"Introduction to Machine Learning Basic gradient optimization Linear Regression Model Linear Classification Logistic Regression and SVM Decision Trees Bagging, Random Forest and Bias-Variance Tradeoff Gradient boosting Clustering and Anomaly Detection Dimensionality reduction: PCA, SVD Testing your model: AA/AB tests From MultiLayer Perceptron to Deep Neural Networks Machine Learning: Business Applications Summary Introduction to NLP & LLM","Can derive updates for kmeans Can state and explain one-class SVM optimization problem To be able to explain why error rate cannot be used in gradient training of a classifier To be familiar with key objects  of the course To formulate and statistical concepts: bootstrap, bias, variance To formulate optimization objective for logistic Regression and SVM"
1048851307,se,https://www.hse.ru/ba/se/courses/1048851307.html,Математические методы обработки текстов,4-й курс,1-3 модуль,Курс по выбору,RUS,10.0,Введение Базовые методы обработки текстов Современные методы обработки текстов Задачи обработки текстов Семантический анализ текстов Прикладное применение методов анализа текстов,"Способность решать проблемы в профессиональной деятельности на основе анализа и синтеза Способность вести исследовательскую деятельность, включая анализ проблем, постановку целей и задач, выделение объекта и предмета исследования, выбор способа и методов исследования, а так-же оценку его качества Способность использовать методы и инструментальные средства исследования объектов профессиональной деятельности Способность использовать различные технологии разработки программного обеспечения Способность обосновать принимаемые проектные решения, осуществлять постановку и выполнение экспериментов по проверке их корректности и эффективности Способность оценивать потребность в ресурсах и планировать их использование при решении задач в профессиональной деятельности Способность применять основные методы и инструменты разработки программного обеспечения Способность проектировать, конструировать и тестировать программные продукты Способность читать, понимать и выделять главную идею прочитанного исходного кода, документации Способность  Способен работать с информацией: находить, оценивать и использовать информацию из различных источников, необходимую для решения научных и профессиональных задач (в том числе на основе системного подхода)"
1048851283,se,https://www.hse.ru/ba/se/courses/1048851283.html,Mathematical Methods for Distributed Ledger Systems,4-й курс,1-3 модуль,Курс по выбору,ENG,10.0,Blockchain basics Cryptography basics Smart contracts Deeper into blockchain Private blockchains,The ability to simulate cryptographic primitives and simplest blockchains in the Jupiter laptop web application. Ability to design a blockchain application from the formulation of an application problem to a technical description. Ability to simulate cryptographic primitives and simplest blockchains in the Jupiter laptop web application. Ability to design a blockchain application from the formulation of an application problem to technical description. Be able to program and run simple smart contracts in Solidity language. Be able to program and run simple smart contracts on the Hyperledger platform
1048869170,se,https://www.hse.ru/ba/se/courses/1048869170.html,Математический анализ,1-й курс,1-4 модуль,Курс обязательный,RUS,9.0,"Высказывания, предикаты, кванторы. Логические операции. Методы доказательств. Неравенство Бернулли. Комбинаторика. Перестановки, размещения, сочетания. Бином Ньютона. Последовательности, способы задания, способы визуализации. Монотонность последовательности. Ограниченность последовательности. Предел последовательности. Единственность предела, ограниченность сходящейся последовательности, арифметика предела последовательности. Б.б и б.м. малые последовательности. Предельный переход в неравенстве. Теорема о зажатой последовательности. Аксиома непрерывности действительных чисел. Подмножества действительных чисел, верхняя и нижняя грань множества. Точная верхняя и нижняя грань множества. Теорема о существовании точной грани. Теорема Вейерштрасса. Число e. Подпоследовательности. Частичные пределы. Предельные точки. Свойства частичных пределов. Теорема Больцано-Вейерштрасса. Критерий Коши. Функция. График функции. Инъекция, сюръекция, биекция. Обратимость функции. Предел функции по Коши, предел функции по Гейне. Арифметика предела функции. Теорема о зажатой функции. Теорема о сложной функции. Односторонние пределы. Пределы на бесконечности. Асимптоты. О-символика. Эквивалентность функций. Непрерывность функции в точке. Теорема о пределе сложной функции. Непрерывность функции на отрезке. Свойства. Обратные функции. Достаточное условие обратимости функции. Критерий обратимости непрерывной функции. Свойства обратной функции. Обратные тригонометрические. Показательная, логарифмическая функции. Определения и свойства. Определение производной. Касательная к графику функции. Производная стандартных функций Правила подсчета производной. Дифференцируемость функции. Непрерывность дифференцируемой функции. Производная обратной функции. Возрастание и убывание функции. Экстремумы функции. Теорема Ферма. Алгоритм нахождения наибольшего\наименьшего значения функции на отрезке. Теорема Ролля, Лагранжа и Коши. Достаточное условие монотонности функции на отрезке. Достаточное условие экстремума. Выпуклость функции на отрезке. Точка перегиба. Критерий выпуклости функции на отрезке. Правило Лопиталя. Многочлен Тейлора. Свойство многочлена Тейлора. Формула Тейлора с остаточным членом в форме Пеано. Единственность формулы Тейлора. Формула Тейлора с отсточным членом в форме Лагранжа. Нахождение приближенного значения функций. 2-ое достаточное условие экстремума функции в точке. Первообразная функция на интервале. Неопределенный интеграл. Связь с дифференциалами. Свойства неопределенного интеграла. Замена переменной, формула подстановки, интегрирование по частям. Разбиение отрезка, разметка разбиения, интегральная сумма. Определенный интеграл (по Коши и по Гейне). Ограниченность интегрируемой функции. Верхние и нижние суммы Дарбу. Измельчение разбиения. Свойства интегральных сумм. Свойства верхних и нижних сумм. Верний и нижний интеграл Дарбу. Лемма Дарбу. Критерий интегрируемости Дарбу. Равномерная непрерывность функции. Теорема Кантора. Интегрируемость непрерывной функции на отрезке. Интегрируемость монотонной функции на отрезке. Множество меры ноль по Лебегу. Критерий Лебега интегрирумости функции на отрезке. Свойства определенного интеграла. Теорема о среднем. Интеграл с переменным верхнем пределом. Его свойства. Формула Ньютона-Лейбница Вычисление определенных интегралов (замена переменных и интегрирование по частям). Формула Тейлора с остаточным членом в интегральной форме. Несобственные интегралы. Числовые ряды. Необходимое условие сходимости. Признаки сходимости знакопостоянных рядов: сравнения, предельный, интегральный. Знакопеременный ряд. Виды сходимости. Преобразование Абеля, неравенство Абеля. Признаки сходимости: Лейбница, Абеля и Дирихле. Сходимость несобственных интегралов. Функциональная последовательность. Поточечная и равномерная сходимость. Критерий равномерной сходимости. Свойства равномерной сходимости. Фунциональные ряды. Признак Вейерштрасса равномерной сходимости функционального ряда. Степенные ряды. Лемма Абеля. Радиус сходимости степенного ряда. Теорема Абеля. Формула Коши-Адамара. Аналитические функции. Ряды Тейлора. Функция многих переменных. Предел функции. Топология в пространстве. Компакт. Свойство непрерывной функции на компакте. Дифференцируемость функции многих переменных. Частные производные. Достаточное условие дифференцируемости. производная сложной функций. Производная по направлению. Градиент. Неявно заданные функции. Теорема о неявной функции. Экстремумы функции. Необходимое условие. Матрица Гессе. Достаточное условие экстремума. Нахождение наибольшего и наименьшего значения функции на компакте. Экстремальная задача с ограничением. Функция Лагранжа. Метод множителей Лагранжа. Определенный интеграл по многомерному множеству. Замена переменной. Переход от кратного к повторному. Методы вычисления интегралов. Методы вычисления интегралов - 2","Владеть фундаментальными понятиями анализа (предел, непрерывность, производная, интеграл) и применять их для построения строгих доказательств. Проводить полное исследование функции с помощью дифференциального исчисления: находить экстремумы, интервалы монотонности и строить графики. Вычислять интегралы различными методами и применять их для решения геометрических (площадь, объем) и физических задач. Анализировать числовые и степенные ряды на сходимость, используя стандартные признаки, и раскладывать функции в ряды. Находить частные производные и экстремумы для функций многих переменных, а также вычислять интегралы."
1048851299,se,https://www.hse.ru/ba/se/courses/1048851299.html,Mathematical Modeling and Simulation,4-й курс,1-3 модуль,Курс по выбору,ENG,10.0,Introduction Predator-Prey Interactions Cellular Automata Road Traffic Simulations with Cellular Automata Mathematical and Simulation Modeling of Fire Spread Agent-Based Modeling Swarm Intelligence Mathematical and Simulation Modeling of Computer Networks Mathematical and Simulation Modeling of Cloud-Based and Distributed Systems Mathematical and Simulation Modeling: Application Domain Examples Fundamental Problems and Applications: Examples Quantum Computing and its Simulation Additional Topics,"The Student Defines Mathematical and Simulation Modeling The Student Classifies Mathematical and Simulation Model Types The Student Narrates a brief history of the discipline The Student Lists Key Types of Mathematical and Simulation Modeling The Student Lists Mathematical and Simulation Modeling Applications The Student Defines Predator-Prey Interactions The Student Reproduces Classical Lotka-Volterra differential equations The Student Describes Population Equilibrium The Student Defines Cellular Automata and its Key Components The Student Lists Research and Business Application Domains of Cellular Automata The Student Reproduces Rules from the Conway's Game of Life Cellular Automaton The Student Defines Traffic Cellular Automata, its Simulation Goals, and Input Data The Student Reproduces the Nagel-Schreckenberg one-dimensional model The Defines Typical Traffic Cellular Automata simulation statistics The Student Describes the Importance of wildfire simulation The Student Lists the differences between Data-Driven and Physical (Mathematical)-Based Simulation Models The Student Lists key input data for wildfire simulation The Student Lists agent-based modeling and simulation concepts and applications The Student Defines agent, environment, autonomous actions, design objectives,  and communication The Student Names the key benefit of the Swarm Intelligence Approach The Student Constructs an algorithm based on the Ant Colony Optimization (ACO) Metaheuristic The Student Lists the tasks that are possible to solve with Swarm Intelligence The Student Lists the Computer Network application areas The Student Defines the communication protocol in terms of computer networks The Student Designs a Computer Network in a specialized simulation software The Student Defines computer network components The Student Defines the OSI model and its abstraction layers The Student Defines cloud, grid, peer-to-peer, volunteer, and scientific computing The Student Describes the purpose of the What-If analysis in terms of Cloud-Based and Distributed Systems The Student Defines the problems solved by Mathematical and Simulation Modeling of Cloud-Based and Distributed Systems The student defines basic quantum computing notations The student narrates about the problems of quantum computing simulations The student applies basic quantum computing operations"
1048864068,se,https://www.hse.ru/ba/se/courses/1048864068.html,"Научно-исследовательский семинар ""Backend разработка на Python""",2-й курс,1-3 модуль,Курс по выбору,RUS,3.0,"Backend, Общие идеи RestAPI Python, Пакеты Python Соглашения, архитектура, тесты, сущности бэка Базы данных, подключение хранилища Frameworks, Flask Django, DRF, инициализация проекта Практика Django, админка и модели Безопасность, авторизация и валидация Документация и тесты Deploy, cloud, kuber Консультация",ориентирование в понятиях backend представление о концепциях разработки умение запустить backend-сервис и обработать http запрос умение запустить работу СУБД с базой данных и взаимодействовать с ней из сервиса умение тестировать свой код
1048869752,se,https://www.hse.ru/ba/se/courses/1048869752.html,"Научно-исследовательский семинар ""Автоматы и модели процессов""",1-й курс,1-3 модуль,Курс по выбору,RUS,3.0,Конечные автоматы и языки Регулярные языки Контекстно-свободные языки Разрешимость и вычислимость Сети Петри Анализ поведенческих свойств сетей Петри Анализ структурных свойств сетей Петри Сети потоков работ Сети Петри высокого уровня Защита и обсуждение проектов,"Уметь проводить аналогии между формальными моделями Знать основные подходы, использующиеся при моделировании и анализе процессов, назначение тех или иных методов анализа систем и область их применения Иметь навыки анализа моделей бизнес-процессов, представленных на языках высокого уровня, с точки зрения формальных моделей, лежащих в их основе, ведения самостоятельных исследований, выступлений с научными докладами"
1048852441,se,https://www.hse.ru/ba/se/courses/1048852441.html,"Научно-исследовательский семинар ""Алгоритмы роевого интеллекта""",4-й курс,1-3 модуль,Курс по выбору,RUS,3.0,Мета-эвристика ACO (Ant Colony Optimization) Генетические алгоритмы (Genetic Algorithms) Задачи для решения с помощью Swarm Intelligence Предметные области применения Swarm Intelligence Мета-эвристика PCO (Particle Swarm Optimization) Подходы на основе имитации отжига (Simulated Annealing) Дополнительные эвристики Swarm Intelligence Практические приложения Swarm Intelligence,знать и понимать особенности подходов Swarm Intelligence ориентироваться в современных трендах Swarm Intelligence уметь разрабатывать алгоритмы на основе Swarm Intelligence
1048864135,se,https://www.hse.ru/ba/se/courses/1048864135.html,"Научно-исследовательский семинар ""Анализ данных в Python""",2-й курс,1-3 модуль,Курс по выбору,RUS,3.0,Введение в Python. Типы данных и переменные. Работа с данными Описательный анализ данных Графический анализ данных Анализ взаимосвязей переменных Регрессионный анализ данных Кластерный анализ данных Анализ временных рядов Сбор данных в сети Интернет,"Уметь провести описательный анализ данных Уметь построить модель линейной регрессии и описать её Уметь построить модель логистической регрессии и описать её Уметь провести описательный анализ данных Уметь провести анализ взаимосвязей переменных и представить его результаты в виде, доступном для широкой аудитории Уметь провести графический анализ данных Уметь провести графический анализ данных Уметь провести сбор данных с веб-страниц и представить их в структурированном виде Уметь работать с разными типами файлов и данных Уметь построить кластерные модели на основе разных алгоритмов, выбрать оптимальную модель и описать ее. Уметь осуществлять автоматизированный сбор данных в сети Интернет. Уметь проводить анализ и прогнозирование временных рядов."
1048852481,se,https://www.hse.ru/ba/se/courses/1048852481.html,"Research Seminar ""Data Analysis in Finance""",4-й курс,1-3 модуль,Курс по выбору,ENG,3.0,Invited talks.,"Be able to prepare and conduct a presentation with a report on a scientific topic, as well as conduct an academic discussion on the materials of the report. Methods for verifying empirical results: hypothesis testing, bootstrap, randomization, etc. Methods of mathematical modeling based on (stochastic) differential equations, probability theory. Modern computational methods used in related fields, in particular, when forecasting time series and solving inverse problems (Fourier analysis, wavelets, regression, SSA, dimension reduction, moving averages, neural networks, filters, etc. - understanding the advantages and disadvantages each of the methods. To be able to independently choose and study modern scientific articles, find relevant literature. Be able to write scientific texts."
1078116733,se,https://www.hse.ru/ba/se/courses/1078116733.html,Научно-исследовательский семинар «Архитектура Big Data систем»,4-й курс,1-3 модуль,Курс по выбору,RUS,3.0,"Введение в понятие Big Data. Изучено определение Big Data, становление понятия, драйверы развития, основные отличия и границы. Эволюция аналитических платформ Изучено отличия микросервисов и монолитов, особенностей и преимуществ каждого типа архитектуры, изучено понимание подхода Data Mesh Хранилища и озера данных. Основные отличия и примеры использования. Apache Hadoop и его архитектура Понимание отличий хранилищ и озер данных, определений хранилища и озера, их недостатки. Изучена архитектура Apache Hadoop Оркестрация данных. Использование Apache Airflow Понимание архитектуры Airflow. Практические навыки составления пайплайнов по оркестрации различных задач и разворачиванию Airflow Понятие MPP-систем. Изучение архитектуры. Greenplun/ Greengage. Примеры использования и развертывания. Понимание MPP-систем. Практические навыки разворачивания Greenplum/ Greengage от Arenadata Основные паттерны построения архитектуры корпоративных аналитических систем Понимание основных архитектурных паттернов использования различных аналитических систем в современной арх-ре компании Обработка данных в современном озере данных. Основные движки и их архитектура. Apache Spark, Hive. Изучены особенности обработки данных в современном озере данных. Изучены основные движки обработки данных и их архитектура. Переход к Data Lakehouse. Предпосылки перехода и особенности, типовая архитектура. Форматы хранения Iceberg, Hudi и Deltalake Понимание понятия Data Lakehouse и предпосылок его появления. Практические навыки работы с форматами открытых таблиц и движками обработки данных. Понятие ассистентов и агентов. Использование ассистентов в данных Понимание определения ИИ-ассистентов и их отличие от агентов. Практические навыки написания собственных ИИ-ассистентов. Методы повышения точности ИИ-моделей. Практические рекомендации в части внедрения LLM-моделей для бизнеса Понимание основных методов повышения точности ИИ-моделей. Экосистема LLM-решений. Практический опыт использования инструментов и их особенности в типовом проекте Понимание экосистемы LLM-решений. Практические навыки разворачивания некоторых решений экосистемы и их использования для решения различных задач бизнеса","1.	Понимание понятия Big Data и его основы.
2.	Знание архитектуры основных Big Data систем и составляющих компонентов.
3.	Понимание эволюции хранилищ данных и озер, особенности построения современного Data Lakehouse.
4.	Навык практического применения Big Data инструментов для решения практических задач с данными.
5.	Навык практического использования технологий Data Lakehouse.
6.	Навык использования нейросетей для аналитики данных."
1078116701,se,https://www.hse.ru/ba/se/courses/1078116701.html,"Научно-исследовательский семинар ""Безопасная разработка приложений""",3-й курс,1-3 модуль,Курс по выбору,RUS,3.0,"Вводная лекция по AppSec По итогам изучения темы студент будет иметь целостное представление о дисциплине Application Security, понимать её значение в условиях роста кибератак и смещения акцента на защиту приложений, знать принципы «security by design» и «shift-left» как основу построения безопасных систем, а также ориентироваться в методологиях (включая OWASP Top 10) и использовать их в образовательной и профессиональной деятельности. Методологический подход к выстраиванию процессов AppSec. Сценарии применения. Целью изучения темы является формирование у студентов системного понимания методик и подходов к организации процессов безопасной разработки программного обеспечения на всех этапах жизненного цикла. В рамках темы предполагается освоение современных моделей и фреймворков, применяемых в мировой практике, а также ключевых принципов интеграции безопасности в процессы разработки (Shift Left, DevSecOps). Gitlab CI/CD: организация разработки, исполнители конвейеров, управление артефактами Целью изучения темы является формирование у студентов знаний и практических навыков по организации процессов непрерывной интеграции и доставки программного обеспечения с использованием GitLab CI/CD. В рамках темы предполагается освоение методологии git-flow для управления ветвлениями и релизами, принципов работы Runners как исполнителей конвейера, а также роли подсистемы хранения артефактов в обеспечении воспроизводимости и качества программного продукта. Инструменты AppSec: от кода до защиты productions Целью изучения темы является формирование у студентов целостного представления о современных инструментах Application Security и их роли в построении сквозного контура защиты программного обеспечения. В рамках темы предполагается освоение принципов анализа секретов в кодовой базе, методов SCA и SAST для выявления уязвимостей и рисков, а также подходов к runtime-защите приложений, обеспечивающих безопасность на всех этапах жизненного цикла разработки и эксплуатации. SAST, статический анализ безопасности приложений: методы, применение, инструменты. Целью изучения темы является формирование у студентов системного понимания роли и возможностей Static Application Security Testing (SAST) в обеспечении безопасности программного обеспечения. В рамках темы предполагается освоение методов статического анализа исходного кода и артефактов сборки, изучение места SAST в цепочке DevSecOps и CI/CD, а также ознакомление с современными инструментами и решениями для автоматизированного выявления уязвимостей и нарушений практик безопасного программирования. Анализ состава программного обеспечения (SCA): назначение, методы, инструменты Целью изучения темы является формирование у студентов знаний о роли и значении Software Composition Analysis (SCA) в обеспечении безопасности программного обеспечения. В рамках темы предполагается освоение методов анализа сторонних библиотек и зависимостей, включая построение SBOM, сопоставление с базами уязвимостей и контроль обновлений, а также ознакомление с современными инструментами и практиками применения SCA на стадиях разработки и эксплуатации. Введение в моделирование угроз Целью изучения темы является формирование у студентов системного понимания методик моделирования угроз на этапе проектирования информационных систем. В рамках занятия предполагается освоение подходов к построению моделей атакующих, определению их целей и возможностей, выявлению критически важных компонентов системы, а также формированию сценариев атак и выбору превентивных мер защиты. Методологии моделирования угроз Целью изучения темы является формирование у студентов знаний о методологиях моделирования угроз (SDL, STRIDE, PASTA) и их применении в процессах безопасной разработки. В рамках занятия предполагается освоение подходов к систематизации активов и угроз, выявлению сценариев атак и уязвимостей архитектуры, приоритизации рисков и проектированию защитных мер, а также интеграции моделирования угроз в жизненный цикл разработки (SSDLC) для снижения издержек на устранение уязвимостей. Введение в Kubernetes: теоретический минимум Целью изучения темы является формирование у студентов базовых знаний о Kubernetes как системе оркестрации контейнеров и её роли в современной облачно-нативной инфраструктуре. В рамках модуля предполагается освоение ключевых концепций (Pod, Service, Deployment), понимание архитектуры кластера (master-plane и рабочие узлы), а также осознание значимости Kubernetes как платформы для DevOps-процессов и разработки облачных приложений. Встроенные инструменты безопасности и харденинг Kubernetes. Целью изучения темы является формирование у студентов системного понимания встроенных механизмов безопасности Kubernetes и практик их применения для защиты контейнерной инфраструктуры. В рамках модуля предполагается освоение базовых средств управления доступом и изоляции (RBAC, Namespaces, сетевые политики), механизмов контроля конфигураций (Pod Security Standards, Admission Controllers), а также стратегий hardening кластера с использованием secrets management, SecurityContext и инструментов экосистемы (kube-bench, kube-hunter, OPA/Gatekeeper). Расширенные инструменты контроля безопасности кластера Kubernetes Целью изучения темы является формирование у студентов знаний о расширенных инструментах обеспечения безопасности Kubernetes, дополняющих встроенные механизмы кластера. В рамках модуля предполагается освоение подходов к мониторингу конфигураций и политик (OPA/Gatekeeper, Kyverno), применению средств аудита и реагирования на события безопасности (Falco, Audit Logs), а также изучение практик проактивного обнаружения уязвимостей (kube-bench, kube-hunter), управления секретами и интеграции с внешними системами. Особое внимание уделяется инструментам непрерывного контроля за состоянием инфраструктуры и безопасности в промышленных средах. Использование LLM в безопасной разработке Целью изучения темы является формирование у студентов понимания возможностей и ограничений использования больших языковых моделей (LLM) в задачах обеспечения безопасности приложений. В рамках модуля предполагается освоение современных практик применения LLM для анализа кода, генерации тестов, поиска уязвимостей и автоматизации рутинных задач, изучение кейсов интеграции LLM в процессы DevSecOps, а также осознание роли LLM как инструмента, усиливающего компетенции разработчиков, инженеров DevOps и специалистов по безопасности. MLSecOps	Изучаются угрозы, специфичные для систем машинного обучения. Целью изучения темы является формирование у студентов системного понимания угроз, характерных для систем машинного обучения и больших языковых моделей (LLM). В рамках модуля предполагается освоение основных типов атак на данные (data poisoning), моделей (model extraction, model inversion) и инфраструктуру ML, а также изучение adversarial-примеров и их влияния на качество и надёжность работы систем. Отдельное внимание уделяется анализу реальных кейсов атак, рассмотрению рисков из OWASP Top 10 LLM и ознакомлению с практиками защиты ML/LLM-инфраструктуры. Вводная лекция по WAF. Часть I: концепции и архитектура (на примере PT AF PRO) Практическая лекция по настройке и политике защиты. Часть II: сигнатуры, профилирование и исключения Целью изучения темы является формирование у студентов практических знаний о механизмах настройки политик безопасности в PT AF PRO и их роли в защите веб-приложений. В рамках модуля предполагается изучение подходов к конфигурированию уровней защиты, использованию готовых пресетов, профилированию приложений, а также работе с сигнатурами и регулярными выражениями. Отдельное внимание уделяется проблеме ложноположительных срабатываний и методам их минимизации посредством применения исключений и тонкой настройки правил. Практическое занятие. Работа с системой, заведение двух веб приложений под защиту, VulnBank, JuiceShop, на двух схемах узла обработки внешний агент. Целью изучения темы является формирование у студентов практических навыков работы с политиками безопасности в PT AF PRO. В рамках занятия предполагается освоение методов настройки уровней защиты и использования готовых пресетов, проведение профилирования приложений, а также работа с сигнатурами и регулярными выражениями. Отдельное внимание уделяется анализу ложноположительных срабатываний и изучению механизмов их устранения с помощью исключений и корректировки правил.","Студент должен знать:
o	понимает основные уязвимости приложений и их влияние на безопасность бизнеса;
o	знает место AppSec в процессах разработки и сопровождения ПО;
o	владеет методологиями моделирования угроз (STRIDE, DFD, атака на ML-модели и др.);
o	знает инструменты автоматизации AppSec (SAST, SCA, WAF, средства Kubernetes);
o	знаком с рисками и ограничениями использования LLM и ML в DevSecOps. Студент должен уметь:
o	интегрировать практики AppSec в процессы CI/CD;
o	применять статический анализ и анализ состава ПО для выявления уязвимостей и уязвимых библиотек;
o	использовать инструменты безопасности Kubernetes для повышения уровня защищённости кластера;
o	моделировать угрозы и строить карту рисков для приложения;
o	настраивать и эксплуатировать WAF (на примере PT AF PRO). Навыки студента:
o	работа с GitLab CI/CD, настройка пайплайнов с учётом AppSec-задач;
o	настройка SAST и SCA-инструментов, интерпретация отчётов;
o	практическая работа с Kubernetes: применение встроенных политик безопасности, харденинг, использование сторонних инструментов контроля;
o	защита веб-приложений (VulnBank, JuiceShop) через настройку WAF и профилирование трафика;
o	проведение анализа угроз ML-систем и применение подходов MLSecOps."
